//编号	Name	ICON	掉落显示	蓝奇	卡西斯	菲莉尔	艾米	船标志	船体型号	类型	获得前缀几率	套装编号	精炼等级	安定值	唯一ID	交易	拾取	丢弃	可否删除	是否叠加	是否实例化	价格	体形	角色等级	职业	角色称号	角色名声	道具可装备位置	道具装备所替换位置	道具拾取进入位置判断	Str系数加成	Agi系数加成	Dex系数加成	Con系数加成	Sta系数加成	Luk系数加成	攻击频率系数加成	攻击距离系数加成	最小攻击力系数加成	最大攻击力系数加成	防御系数加成	Mxhp系数加成	Mxsp系数加成	flee系数加成	hit系数加成	crt系数加成	mf系数加成	hrec系数加成	srec系数加成	mspd系数加成	col系数加成	Str常数加成	Agi常数加成	Dex常数加成	Con常数加成	Sta常数加成	Luk常数加成	攻击频率常数加成	攻击距离常数加成	最小攻击力常数加成	最大攻击力常数加成	防御常数加成	Mxhp常数加成	Mxsp常数加成	flee常数加成	hit常数加成	crt常数加成	mf常数加成	hrec常数加成	srec常数加成	mspd常数加成	col常数加成	物理抵抗	道具左手发挥标识	道具能量	耐久	最大实例化洞数	船耐久恢复	可装炮数量	船员人数	人员标配	货舱容量	补给消耗	炮弹飞行速度	船移动速度	使用效果	挥舞特效	道具捆绑特效	道具捆绑特效dummy	道具显示特效(道具放在物品栏第一格的显示特效)	道具掉落模型特效	道具使用特效	描述（道具等级）	备注
2836	哈迪斯遗物	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Hadisi	0	0	0	0	0	0	双击可以得到75级巨剑BOSS装备一套	
2837	暗黑盒子	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Anhei	0	0	0	0	0	0	双击可以得到75级双剑BOSS装备一套	
2838	地狱包袱	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Diyu	0	0	0	0	0	0	双击可以得到75级狙击BOSS装备一套	
2839	修罗箱子	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Xiuluo	0	0	0	0	0	0	双击可以得到75级航海BOSS装备一套	
2840	幽冥宝藏	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Youming	0	0	0	0	0	0	双击可以得到75级圣职BOSS装备一套	
2841	冥河小包	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Minghe	0	0	0	0	0	0	双击可以得到75级封印BOSS装备一套	
2842	死神的包裹(装备)	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Sishenpack	0	0	0	0	0	0	双击可以概率随机获得的75级BOSS装备一套	
2843	真黑龙宝箱	n0322	10130015	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	50000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_Zhenheilong	0	0	0	0	0	0	双击可以随机得到真黑龙装备一件	
2844	地狱4层机票	n0307	10130005	0	0	0	0	0	00	36	0	0	0	0	0	1	1	1	1	999	0	30000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	Ticket	0	0	0	0	0	0	使用后可到地狱4层	
2845	红绳	n1790	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	99	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	相传被这根绳子绑在一起的男女就再也离不开对方	
2846	幻皇的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2847	妖火的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2848	邪兽的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2849	霸狂的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2850	凤凰的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2851	绝望的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2852	龙魂的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2853	海刹的惆怅	n1515	bluestone01	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	集齐八种惆怅，可在春风镇算命先生处换取死神的遗容	
2854	死神的毛发	n0149	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获取75级BOSS的必需品	
2855	死神的眼球	n0327	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获取75级BOSS的必需品	
2856	死神的牙齿	n0110	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获取75级BOSS的必需品	
2857	死神的心脏	n1528	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获取75级BOSS的必需品	
2858	鼻烟	n1823	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	9	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	吸一口会感觉全身轻松，有提神效果	
2859	眼罩	n1822	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	9	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	带上后给人带来恐怖的感觉	
2860	海獭手套	e0367	10110003	0	0	0	0003210003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	26050	4	50	14	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,13	0,13	0,13	0,13	0,13	0,0	0,0	0,0	0,0	0,0	15,16	0,0	0,0	0,0	45,49	0,0	0,0	0,0	5,5	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2861	浣熊手套	e0368	10110003	0	0	0	0003220003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	4450	4	20	4,16	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,10	0,10	0,10	0,10	0,10	0,0	0,0	0,0	0,0	0,0	6,8	0,0	0,0	0,0	21,25	0,0	0,0	0,0	2,2	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2863	快乐兔手套	e0374	10110003	0	0	0	0003280003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	21100	4	45	13	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	13,15	0,0	0,0	0,0	41,45	0,0	0,0	0,0	4,5	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2864	猫头鹰手套	e0371	10110003	0	0	0	0003250003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	9650	4	30	5,13,14	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,11	0,11	0,11	0,11	0,11	0,0	0,0	0,0	0,0	0,0	9,11	0,0	0,0	0,0	29,33	0,0	0,0	0,0	3,3	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2865	血盟令	n1821	10130005	0	0	0	0	0	00	41	0	0	0	0	0	0	1	0	1	999	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	实力的象征	
2866	高级兔手套	e0364	10110003	0	0	0	0003180003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	31300	4	55	13	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,14	0,14	0,14	0,14	0,14	0,0	0,0	0,0	0,0	0,0	16,17	0,0	0,0	0,0	49,53	0,0	0,0	0,0	5,6	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2867	宝贝兔手套	e0374	10110003	0	0	0	0003280003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	16850	4	40	13	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,12	0,12	0,12	0,12	0,12	0,0	0,0	0,0	0,0	0,0	12,13	0,0	0,0	0,0	37,41	0,0	0,0	0,0	4,4	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2868	祝福兔手套	e0364	10110003	0	0	0	0003180003	0	00	31	10	0	12	0	1	1	1	1	1	1	1	37250	4	60	13	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	0,0	0,0	17,18	0,0	0,0	0,0	53,57	0,0	0,0	0,0	6,6	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2869	天赐手套	e0353	10110003	0	0	0002370003	0	0	00	31	10	0	12	0	1	1	1	1	1	1	1	37250	3	60	13	0	0	3	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,15	0,15	0,15	0,15	0,15	0,0	0,0	0,0	0,0	0,0	17,18	0,0	0,0	0,0	53,57	0,0	0,0	0,0	6,6	0,0	0,0	0,0	0	0,1000	10000,10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2870	圣诞情人烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_XmasQRYH	0	0	0	0	0	366	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2871	圣诞狂欢烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_XmasKHYH	0	0	0	0	0	366	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2872	圣诞老人烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_SDLRYH	0	0	0	0	0	566	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2873	Merry Christmas烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MCYH	0	0	0	0	0	564	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2874	Happy NewYear烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_HNYH	0	0	0	0	0	565	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2875	圣诞彩袜烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_XRBQYH	0	0	0	0	0	568	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2876	圣诞雪橇烟花	n1735	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_MLBQYH	0	0	0	0	0	567	特殊的大型烟花，12月25日00：00——1月1日00：00时间段内使用会有神秘礼物	
2877	圣诞老人的馈赠	n1733	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_SDLRKZ	0	0	0	0	0	0	圣诞老人精心准备的特别礼物	
2878	圣诞护送资格证	n0386	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	1	0	1	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	接取“护送圣诞老人”任务的资格证，任务在冰狼堡（1216，550）的圣诞老人处接取，该任务要在接取后的一小时内完成哦。	
2879	火鸡的羽毛	n0436	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	受惊吓的火鸡不小心掉落下的羽毛，据说圣诞村的科恩在收集这个	
2880	雪人的眼球	n1667	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	被雪人们当作眼睛使用的神秘晶体，据说圣诞村的科恩在收集这个	
2881	麋鹿的尖角	n0411	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	10	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	麋鹿的角，尖锐而锋利，常被人用来做为装饰品，据说圣诞村的科恩在收集这个	
2882	圣诞礼包	n1733	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	999	0	1000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_XmasLB	0	0	0	0	0	0	双击可以得到圣诞礼物哦	
