//ID			模型类型	逻辑类型	骨架号	套号	套装数量	部位00	部位01	部位02	部位03	部位04	部位05	部位06	部位07	FeffID	EeffID	特效动作编号	影子	Action编号	透明度	行走音效	喘息音效	死亡音效	是否可控	区域限制	高度偏移	可装备道具	length	width	height	碰撞范围	出生	死亡	出生特效	死亡特效	休眠动作	死亡瞬间动作	剩余hp特效表现	攻击是否转向	是否调用被吹起	script	使用的武器	技能ID	怪物技能频率	掉料	几率	极限数量	打爆几率	前缀等级	任务掉料ID	几率	ai	turning	vision	noise	getexp	light	mobexp	lv	mxhp	hp	mxsp	sp	mnatk	mxatk	resist	def	hit	flee	crt	mf	hrec	srec	aspd	adis	chase_adis	mspd	col	str	agi	dex	con	sta	luk	left_rad	guild	title	job	exp	nexp	fame	ap	tp	gd	spri	stor	mxsail	sail	stasa	scsm	tstr	tagi	tdex	tcon	tsta	tluk	tmxhp	tmxsp	tatk	tdef	thit	tflee	tmf	tcrt	threc	tsrec	taspd	tadis	tspd	tspri	tscsm	chasf
1	长发男	长发男	1	1	0	0	100	2000	0255	0464	0640	0816	0	0	0	0	0	0	1	1	100	182	-1	-1	0	0	0	1,2,3,4,7,8	1.051	1.369	2.599	40	1,5	0	399	398	0	0	0	1	1	0	0	25,28,29,30,31,34,35,38	0	0	0	0	0	0	0	0	1	1	1000	0	0	2	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	威尔·特纳	比特	4	2	742	0	1	1	0	0	0	0	0	0	0	0	0	0	1	220	100	-1	-1	-1	0	0	0	0	1	1.47	2.84	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	300	5275	0	842	0	0	155	0	0	0	0	5	1	0	3	0	500	2500	0	0	155	155	155	155	155	155	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
804	伊丽莎白	服务员	4	2	736	0	1	1	0	0	0	0	0	0	0	0	0	0	1	221	100	-1	-1	-1	0	0	0	0	0.944	1.1	2.47	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	300	5275	0	842	0	0	155	0	0	0	0	5	1	0	3	0	500	2500	0	0	155	155	155	155	155	155	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
805	巴伯萨	骷髅武士	4	5	734	0	1	1	0	0	0	0	0	0	0	0	0	0	1	222	100	242	243	244	0	0	0	0	1.38	1.7	3.0	40	1,5	2,5	399	398	0	0	0	1	1	0	0	309	30	10809,6403,10624,992,456,5708,1028,5707,10689,853,6762,11203,14038,11211	100,303,1400,303,303,303,500,400,500,303,303,300,5000,3000	0	0	0	2428	100	10	1	1500	0	0	1	0	85	4000000	0	10000	0	3300	7500	50	500	4000	310	25	103	400	1000	1500	300	2500	500	5	155	155	155	155	155	155	20	0	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
806	骸骨海盗-卡卡	不灭武士	4	5	733	0	1	1	0	0	0	0	0	0	0	0	0	0	1	223	100	242	243	244	0	0	0	0	1.15	1.47	3.02	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	2438,2844,2419,1641,3125,2467,2477,2463	263,20000,357,2000,285,500000,500000,500000	0	0	0	2427	100	10	1	1200	0	0	1	0	75	20000	0	10000	0	2000	3000	30	200	330	220	10	115	25	1000	1500	300	2500	400	5	155	155	155	155	155	155	20	0	0	0	19000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
807	亡灵司令	不灭武士	4	5	743	0	1	1	0	0	0	0	0	0	0	456,457	0	0	1	224	100	257	258	259	0	0	0	0	1.022	1.153	3.175	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	40	10809,6403,10624,992,456,5708,1028,5707,10689,853,6762,11203,14038,11211	100,303,1400,303,303,303,500,400,500,303,303,300,5000,3000	0	0	0	2387,2441	100,100	10	1	1200	0	0	1	0	85	4000000	0	10000	0	4400	8600	50	400	4000	300	25	103	100	1000	2000	300	2500	550	0	155	155	155	155	155	155	20	0	0	0	200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
808	亡灵士兵	不灭武士	4	5	744	0	1	1	0	0	0	0	0	0	0	0	0	0	1	225	100	242	243	244	0	0	0	0	1.05	1.104	2.839	40	1,5	2,5	399	398	0	0	0	1	1	0	0	288	100	2410,2390,2411,2391,2386,2473,2487,2464	500,3333,500,3333,500,500000,500000,500000	0	0	0	0	0	10	1	1200	0	0	1	0	70	20000	0	10000	0	1800	2700	28	180	350	200	15	120	20	0	2000	300	2500	400	0	155	155	155	155	155	155	20	0	0	0	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
809	骸骨海盗-突突	不灭武士	4	5	745	0	1	1	0	0	0	0	0	0	0	0	0	0	1	226	100	242	243	244	0	0	0	0	1.892	1.795	2.24	40	1,5	2,5	399	398	0	0	0	1	1	0	0	308	100	2438,2844,2419,1641,3125,2479,2483,2466	263,20000,250,2000,285,333333,333333,500000	0	0	0	0	0	10	1	1200	0	0	1	0	80	20000	0	10000	0	1520	2280	35	250	350	220	15	109	30	1000	2000	300	2500	400	5	155	155	155	155	155	155	20	0	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
810	生日怪盗	麋鹿	4	5	752	0	1	1	0	0	0	0	0	0	0	0	0	0	1	228	100	251	252	253	0	0	0	0	1.287	1.209	2.155	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0584,0585,3156,0605,0606,1849,1847	10000,10000,1000,500,333,1000,500	0	0	0	0	0	5	1	1000	0	0	1	0	5	105	0	10000	0	12	19	3	6	19	19	10	194	1	1000	1000	350	1500	380	0	9.5	7	12	7	7	7	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
811	怪盗队长	圣诞老人	4	5	753	0	1	1	0	0	0	0	0	0	0	0	0	0	1	229	100	251	252	253	0	0	0	0	1.653	2.393	3.587	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0584,0585,3844,3845,0606,3885,3141,0607	1000,1000,1000,1000,200,10000,1000,10000	0	0	0	0	0	5	1	1000	0	0	1	0	15	1000000	0	10000	0	16	24	75	20	40	0	10	183	20	1000	1500	350	1500	400	0	19.5	12	27	12	12	12	20	0	0	0	25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
812	亡灵炮艇	海盗船	4	5	746	0	1	1	0	0	0	0	0	0	0	0	0	0	1	175	100	-1	-1	-1	0	1	-10	0	6.976	5.711	1.686	40	0	2,5	399	398	0	0	493,492,491	1	1	0	0	286	100	2408,1787,2388,1638,3137,2484,2472,2465	500,250,3333,2000,5000,500000,500000,500000	0	0	0	0	0	10	1	1200	0	0	1	0	70	25000	0	10000	0	960	1440	30	0	320	200	10	120	30	1000	2000	300	1500	400	5	155	155	155	155	155	155	20	0	0	0	22500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
813	亡灵快艇	海盗船	4	5	747	0	1	1	0	0	0	0	0	0	0	0	0	0	1	175	100	-1	-1	-1	0	1	-10	0	6.42	2.78	5.75	40	0	2,5	399	398	0	0	493,492,491	1	1	0	0	27	100	2409,1626,2389,1638,3122,2478,2476,2461	500,250,3333,2000,5000,500000,500000,500000	0	0	0	0	0	10	1	1200	0	0	1	0	70	18000	0	10000	0	640	960	25	0	320	200	10	120	20	1000	1000	300	1500	600	5	155	155	155	155	155	155	20	0	0	0	16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
814	骷髅海盗船	海盗船	4	5	748	0	1	1	0	0	0	0	0	0	0	0	0	0	1	175	100	-1	-1	-1	0	1	-10	0	6.168	3.771	4.538	40	0	2,5	399	398	0	0	493,492,491	1	1	0	0	27,295	85,15	2438,1787,2413,1638,3125,2468,2482,2462	263,250,833,2000,5000,500000,500000,500000	0	0	0	2415,2413	500,100	10	1	1200	0	0	1	0	60	20000	0	10000	0	800	1200	30	0	320	200	10	132	20	1000	2000	300	2500	600	5	155	155	155	155	155	155	20	0	0	0	16000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
815	黑珍珠号	海盗船	4	5	749	0	1	1	0	0	0	0	0	0	0	0	0	0	1	175	100	-1	-1	-1	0	1	-10	0	8.413	5.872	5.929	40	0	2,5	399	398	0	0	493,492,491	1	1	0	0	27	30	10808,6403,10623,992,456,5708,1028,5707,10689,853,6762,11203,11211,14038	100,303,1400,303,303,303,500,400,500,303,303,300,3000,5000	0	0	0	2429,2417	100,100	10	1	1200	0	0	1	0	75	200000	0	10000	0	1200	1800	40	0	400	350	10	115	300	1000	1500	300	1500	700	5	155	155	155	155	155	155	20	0	0	0	3000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5,1.5,1.5
816	幽灵船	海盗船	4	5	750	0	1	1	0	0	0	0	0	0	0	0	0	0	1	175	100	-1	-1	-1	0	1	-10	0	6.90	1.837	5.31	40	0	2,5	399	398	0	0	493,492,491	1	1	0	0	27,296	95,5	2438,1787,2414,1641,3126,2474,2486	500,250,833,2000,5000,500000,500000	0	0	0	2416,2414	1000,100	10	1	1200	0	0	1	0	60	10000	0	10000	0	440	660	25	0	320	230	10	132	30	1000	1000	300	1500	700	5	155	155	155	155	155	155	20	0	0	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
817	亡灵军官	不灭武士	4	5	751	0	1	1	0	0	0	0	0	0	0	456,457	0	0	1	227	100	257	258	259	0	0	0	0	1.166	1.319	3.181	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,289	85,15	2412,1626,2392,2844,2386,2480,2471,1003	500,250,3333,10000,250,333333,500000,100000	0	0	0	2384,2385	800,1000	10	1	1200	0	0	1	0	75	25000	0	10000	0	2040	3060	30	250	350	200	15	115	20	1000	2000	300	2500	400	5	155	155	155	155	155	155	20	0	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
818	聚魂棺	木箱	4	5	683	0	1	1	0	0	0	0	0	0	0	0	0	0	1	311	100	-1	-1	-1	0	0	0	0	1.201	1.201	1.201	40	1	2,5	399	0	0	0	0	1	1	0	0	0	0	3445,1743,0176,0178,3126,2386	153,500,833,2000,5000,500	0	0	0	2444	300	1	1	1200	0	0	1	0	0	100000	0	15	0	0	0	50	2	-2	1	10	200	112	1	2000	0	0	0	0	0	0	5	5	5	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
819	海湾沉船	沉船	4	9	306	0	1	1	0	0	0	0	0	0	0	0	0	0	1	306	100	-1	-1	-1	0	1	-10	0	18.488	17.899	8.596	40	0	2,5	399	0	0	0	0	1	1	0	0	27	100	1643,1503,0153,1792,1789,3121,3143,3116	149,500,400,833,833,500,500,500	0	0	0	0	0	1	1	1000	0	0	1	0	1	10	0	20	0	1	2	10	2	-2	1	10	198	0	1	2000	300	1500	0	0	2	1	5	8	6	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
820	海湾沉船	沉船	4	9	306	0	1	1	0	0	0	0	0	0	0	0	0	0	1	306	100	-1	-1	-1	0	1	-10	0	18.488	17.899	8.596	40	0	2,5	399	0	0	0	0	1	1	0	0	27	100	1643,1787,0885,0881,0879,0883,0880,0884	149,500,10000,10000,10000,10000,10000,10000	0	0	0	0	0	1	1	1000	0	0	1	0	1	10	0	20	0	1	2	10	2	-2	1	10	198	0	1	2000	300	1500	0	0	2	1	5	8	6	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
821	地狱骷髅甲	骷髅弓箭手	4	5	502	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.568	1.244	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	4362,4449,1655,3391,0455,2464,2484,1003	833,1000,1000,100000,5000,1000000,1000000,200000	0	0	0	0	0	10	1	1200	0	0	1	0	70	20000	0	10000	0	1360	2040	28	180	310	200	10	120	20	0	1000	400	1500	500	0	180	40	40	40	40	40	20	0	0	0	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
822	地狱骷髅乙	骷髅武士	4	5	506	0	1	1	0	0	0	0	0	0	0	0	0	0	1	153	100	242	243	244	0	0	0	0	2.568	1.544	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4362,4449,1655,3391,0453,2468,2477	833,1000,1000,100000,5000,1000000,1000000	0	0	0	0	0	10	1	1201	0	0	1	0	70	20000	0	10000	0	1360	2040	28	180	310	200	10	120	20	0	1000	350	2500	500	0	180	40	40	40	40	40	20	0	0	0	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
823	地狱木尸甲	萨米木尸	4	5	23	0	1	1	0	0	0	0	0	0	0	0	0	0	1	41	100	-1	-1	-1	0	0	0	0	0.977	1.474	2.897	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4782,4886,1657,2488,0455,2487,2483,3085	172,370,1000,20000,5000,1000000,1000000,1000	0	0	0	0	0	10	1	1202	0	0	1	0	70	30000	0	420	0	1840	2760	35	220	350	280	10	120	50	0	2000	350	2500	500	0	40	180	40	40	110	40	20	0	0	0	27000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
824	地狱木尸乙	凯米木尸	4	5	24	0	1	1	0	0	0	0	0	0	0	455	0	0	1	42	100	-1	-1	-1	0	0	0	0	1.097	1.532	2.901	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4782,4886,1657,2488,0453,2466,2474,3085	172,370,1000,20000,5000,1000000,1000000,1000	0	0	0	0	0	10	1	1203	0	0	1	0	70	30000	0	437	0	1840	2760	35	220	350	280	10	120	50	0	2000	350	2500	500	0	75	110	40	40	110	40	20	0	0	0	27000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
825	地狱僵尸甲	僵尸	4	5	695	0	1	1	0	0	0	0	0	0	0	0	0	0	1	194	100	428	455	456	0	0	0	0	1.391	1.434	2.728	40	1,5	2,5	399	398	0	0	0	1	1	0	0	257	100	4779,4883,1657,2489,0455,2465,2469	144,627,1428,20000,5000,1000000,1000000	0	0	0	0	0	10	1	1204	0	0	1	0	75	40000	0	10000	0	2240	3360	20	200	350	220	10	115	25	1000	2000	300	2500	400	5	79	42	42	267	42	42	20	0	0	0	38000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
826	地狱僵尸乙	僵尸	4	5	696	0	1	1	0	0	0	0	0	0	0	0	0	0	1	195	100	428	455	456	0	0	0	0	1.391	1.434	2.728	40	1,5	2,5	399	398	0	0	0	1	1	0	0	257	100	4780,4884,1643,2489,0453,2482,2486	208,285,3333,20000,5000,1000000,1000000	0	0	0	0	0	10	1	1205	0	0	1	0	75	40000	0	10000	0	2240	3360	20	200	350	220	10	115	25	1000	2000	300	2500	400	5	79	42	42	267	42	42	20	0	0	0	38000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
827	地狱护法甲	阿努比斯	4	5	100	0	1	1	0	0	0	0	0	0	0	471	0	0	1	108	100	233	206	217	0	0	-50	0	2.542	2.385	3.892	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	80,20	4784,4888,3085,2490,0455,2476,0879,3084	208,588,10000,20000,5000,1000000,1000000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	80	50000	0	237	0	2000	3000	35	280	330	220	10	109	30	0	1500	500	2500	400	0	45	45	45	45	45	45	20	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
828	地狱护法乙	木尸法王	4	5	45	0	1	1	0	0	0	0	0	0	0	464	0	0	1	63	100	221	455	456	0	0	0	0	3.314	2.336	3.241	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,268	20,80	4784,4888,3085,2490,0453,2471,0881,3084	208,588,10000,20000,5000,1000000,1000000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	80	50000	0	477	0	2000	3000	35	280	330	220	10	109	30	0	1500	500	2500	400	0	45	45	45	205	125	45	20	0	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
829	旺财老幺	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0455,1778,3143	100,666,1000,2000,1000,33333	0	0	0	0	0	10	1	1000	0	0	1	0	10	132	0	47	0	28	42	4	16	32	32	10	188	2	1	2000	300	1500	350	5	15	10	10	10	10	10	20	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
830	旺财小七	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0453,1778,3143,1001	100,666,1000,2000,1000,33333,10000	0	0	0	0	0	10	1	1000	0	0	1	0	15	360	0	60	0	48	73	7	32	48	48	10	183	2	1	2000	300	1500	300	5	19.5	12	12	12	12	12	20	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
831	旺财小六	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0455,1778,3143	100,666,1000,2000,1000,33333	0	0	0	0	0	10	1	1000	0	0	1	0	20	420	0	77	0	72	108	10	75	65	65	10	177	3	1	2000	300	1500	300	5	25	15	15	15	15	15	20	0	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
832	旺财小五	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0453,1778,3143,1001	100,666,1000,2000,1000,33333,5000	0	0	0	0	0	10	1	1000	0	0	1	0	25	780	0	90	0	94	141	11	50	81	81	10	171	3	1	2000	300	1500	300	5	29.5	17	17	17	17	17	20	0	0	0	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
833	旺财小四	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0455,1778,3143	100,666,1000,2000,1000,33333	0	0	0	0	0	10	1	1000	0	0	1	0	30	600	0	107	0	144	216	11	85	98	98	10	166	4	1	2500	300	1500	250	5	35	20	20	20	20	20	20	0	0	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
834	旺财老三	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0453,1778,3143,1002	100,666,1000,2000,1000,33333,100000	0	0	0	0	0	10	1	1000	0	0	1	0	35	780	0	120	0	152	229	14	50	115	115	10	160	4	1	2000	300	1500	250	5	39.5	22	22	22	22	22	20	0	0	0	2028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
835	旺财老二	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0455,1778,3143,1002	100,666,1000,2000,1000,50000	0	0	0	0	0	10	1	1000	0	0	1	0	40	1506	0	137	0	188	283	17	110	132	100	10	154	5	1	2000	300	1500	280	5	45	25	25	25	25	25	20	0	0	0	2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
836	旺财老大	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0685,3126,1271,0453,1778,3143,1002	100,666,1000,2000,1000,33333,20000	0	0	0	0	0	10	1	1000	0	0	1	0	45	1900	0	150	0	224	336	18	50	149	149	10	149	5	1	2000	300	1500	250	5	49.5	27	27	27	27	27	20	0	0	0	3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
837	地狱犬	饿土狼	4	5	82	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	2436	100	0	0	0	0	0	2	1	1000	0	0	1	0	45	30000	0	150	0	224	336	18	50	149	149	10	149	5	1	2000	300	1500	600	5	49.5	27	27	27	27	27	20	0	0	0	3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
838	老虎机	老虎机	4	2	754	0	1	1	0	0	0	0	0	0	0	0	0	0	1	230	100	-1	-1	-1	0	0	0	0	1.501	2.439	3.172	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	300	5275	0	842	0	124	155	10	108	107	103	10	0	9	3	1217	500	1500	0	0	155	155	155	155	155	155	20	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
839	炼丹炉	炼丹炉	4	2	755	0	1	1	0	0	0	0	0	0	0	0	0	0	1	231	100	-1	-1	-1	0	0	0	0	2.55	2.74	3.764	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	300	5275	0	842	0	124	155	10	108	107	103	10	0	9	3	1217	500	1500	0	0	155	155	155	155	155	155	20	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
840	仓库管理员	比特	4	2	756	0	1	1	0	0	0	0	0	0	0	0	0	0	1	232	100	-1	-1	-1	0	0	0	0	1.3	1.583	2.558	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	1	1	1000	0	0	1	0	300	5275	0	842	0	0	155	0	0	0	0	5	1	0	3	0	500	2500	0	0	155	155	155	155	155	155	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
841	首领·帕帕小队长	小章鱼·帕帕	4	5	54	0	1	1	0	0	0	0	0	0	0	490	0	0	1	70	100	428	429	430	0	0	-30	0	0.83	0.669	1.015	40	1,5	2,5	399	398	0	1	0	1	1	0	0	25,42	50,50	10802,992,853,11203,1871,3074,3075,10689,1028,6762,10688,456,14039,14040,14041	100,1503,2000,2000,303,666,666,5000,3333,3333,500,1000,100000,100000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	10	200000	0	10000	0	530	4160	4	20	32	32	10	194	2	0	2000	250	1500	350	0	12	7	7	12	7	7	20	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,2,2
842	首领·强壮的乖乖鹿	乖乖鹿	4	5	148	0	1	1	0	0	0	0	0	0	0	490	0	0	1	131	100	251	252	253	0	0	0	0	1.627	0.718	2.102	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	10802,992,853,11203,1871,3074,3075,10689,1028,6762,10688,456,14039,14040,14041	100,1503,2000,2000,303,666,666,5000,3333,3333,500,1000,100000,100000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	7	200000	0	10000	0	146	4175	6	20	38	38	10	192	2	0	2000	200	1500	480	0	11.5	8	15	8	8	8	20	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,2,2
843	首领·变异跳跳蜥	跳跳蜥	4	5	44	0	1	1	0	0	0	0	0	0	0	490	0	0	1	62	100	382	383	384	0	0	0	0	4.177	1.207	2.533	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,128	50,50	10802,992,853,11203,1871,3074,3075,10689,1028,6762,10688,456,14039,14040,14041	100,1503,2000,2000,303,666,666,5000,3333,3333,500,1000,100000,100000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	10	200000	0	10000	0	188	4213	7	32	48	48	10	188	2	0	2000	250	1500	450	0	20	10	20	10	10	10	20	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,2,2
